Bankrupt,working capital to total assets assets,retained earning to total assets,ROA (C) : Return On Total Assets (C) : before interest and depreciation before interest,net worth / assets
0,755662657,951726509,518646712,897844424
0,802844094,93789829,511285526,912839738
0,77214279,934107598,477794569,827674819
0,830607427,936788493,510066787,872690994
0,789146019,933615286,486081997,789219095
0,778349232,94040685,540096524,891737461
0,805299003,958618805,599522254,887293285
0,817815121,925639437,427533759,854672431
0,735247965,939518772,535075318,841823624
0,783334314,939305739,493053186,839918977
0,731142422,934395839,505874324,803760921
0,763168401,956542518,630429484,866553799
0,735654919,937760353,521669185,823532969
0,848441029,960209115,570760006,915167639
0,823156568,937707931,512894262,828188772
0,87694642,937314597,451859796,916316474
0,822577501,943119311,518207966,895032802
0,74857886,942421319,529859114,859418932
0,733141762,928994327,585482377,85173988
0,840211743,954640513,55540389,9249025
0,795545597,944456813,517330473,882516552
0,803082651,953819101,621508312,890528162
1,82267724,936765828,480183298,803035342
0,786079324,938421642,491980695,886597938
0,765642707,935486431,479305806,879584001
0,713634422,92737305,476137084,831967833
0,806140133,951751079,495441915,931160625
0,790231263,934529191,503875591,842125949
0,788532303,938741209,51425925,841853856
0,818192419,93274273,472578365,887928168
0,742681959,928737931,464242188,829337606
0,735322149,911649554,471554624,915711824
0,862194346,934253619,495539414,941500136
0,775896717,934229832,486715741,833056202
0,786310769,942012048,523229172,85065151
0,775126157,929458369,487203237,809202769
0,751841478,942605872,507288061,861777066
0,765266674,934428339,516014235,846993379
0,806660807,957008184,510700531,911207183
0,713446733,914192033,430214986,825044593
0,77770729,951975128,565641301,848656166
0,850883582,935559631,494223176,849714303
0,808171226,95084176,567250037,847809656
0,841839875,952524619,534441574,913051365
0,806403659,936312642,488714474,855518941
0,816305238,936110674,481548286,805937661
0,781785546,939408971,530736606,821991112
0,813651068,934846561,477404573,929709466
0,79801975,94198493,534539073,837198053
0,780188046,926719098,445034856,83970735
0,865699322,941338515,526495393,882456087
0,776096941,929490926,469409643,843788735
0,740270335,948651625,517330473,843456178
0,758091102,944430192,528542875,863802642
0,804965292,939262547,536635304,863016598
0,792940548,934548933,491151952,843153853
0,827810972,955725339,604835958,897118844
0,828718726,949492096,5942573,887081658
0,810252532,939765131,511285526,897028146
0,798561351,942835225,550041437,842579436
0,787758029,945027048,527177887,900807207
0,82021476,952673374,547360211,896604892
0,809667849,949423645,549651441,859328234
0,7534881,934817833,5028031,866251474
0,771168171,945167885,544776483,856939868
0,794402658,946757439,561205089,948483841
0,740226699,95128404,510603032,868246818
0,819697705,935901297,504216838,91286997
0,740374949,952762164,655048018,844665478
0,824944987,937080913,517281724,841491066
0,831018816,935103655,482718276,867672401
0,862475243,94338736,484473261,938930375
0,810275229,927488984,437283674,858511957
0,785152441,934449827,487105738,817667866
0,85136888,963298891,517281724,904404873
0,820202488,94446169,532881587,861565438
0,854405221,937370132,504850583,840432929
0,764904612,950748555,513040511,906883937
0,813162944,930870703,488568225,895849079
0,740910949,923287833,451908546,827825982
0,793637359,943400134,547603958,92502343
0,770457942,936412557,495636913,789702815
0,718384913,929541384,46975089,82707017
0,833640615,961581367,581387413,923693201
0,837995628,936924982,500950617,842277111
0,768832844,934154613,508945547,853070109
0,782987604,935424655,46975089,845814312
0,717451893,927788328,47087213,784744687
0,791156107,9584787,611514649,88091423
0,736453978,937444961,510651782,815612057
0,860292984,96944533,578559938,923995526
0,836097661,943061117,516452981,839858512
0,843568276,926034169,409983913,922695529
0,855476919,948750783,524740409,931251323
0,778151732,944317708,523326671,88103516
0,799281906,960504512,629405743,927865284
0,8242345,95026152,549505192,914109502
0,778341786,939377959,508506801,857544517
0,796194507,94720107,541607761,896483962
1,743054701,933519125,498513138,793874898
1,803591127,930257022,469799639,807812075
0,758625872,940582116,500853118,874928198
0,768034507,936578649,487690733,894851407
0,715350881,924721755,471213377,836049218
0,804344758,952590063,490128211,928288539
0,784483284,933843551,49261444,838770142
0,788661381,937961268,50397309,854188711
0,823662806,932966816,472529615,885479336
0,749191406,931824637,470530883,821537624
0,750847764,912530434,46741091,920942044
0,874345138,939853583,490371959,947153611
0,790197413,935131568,498561888,817758563
0,781092816,938924334,504899332,852888714
0,741471922,932178254,501096865,813556248
0,717972144,941469106,503924341,850379418
0,743097657,933999061,508896797,828400399
0,800895759,95776873,498854385,912597878
0,725644738,892295787,459269731,83825619
0,816911215,95060972,542923999,851407322
0,817240351,939352415,519134208,855851498
0,836139349,954673848,578657437,858784049
0,855630222,953328187,506556818,933216434
0,816438086,942864746,529420368,85805847
0,844367213,940807148,4971969,848958491
0,755073578,936959675,507288061,819149258
0,804679544,939260077,50738556,922997853
0,719075801,93051773,467703408,830244581
0,798071861,927915289,474479598,826616682
0,883376209,948858006,567688783,896846752
0,768667578,930276863,478477063,85186081
0,774986489,95961689,543265246,892070018
0,766005763,948344732,558377614,881458415
0,8294933,938906277,521084191,884118874
0,763792965,931727502,479647053,847688726
0,805065106,949013092,514941744,920821114
0,786988949,936075501,497343148,90120023
0,801434242,942916203,53946278,847265471
0,789866893,945303507,522595427,89355141
0,788804851,953191012,543460245,904707198
0,804181639,955969392,567152537,862593343
0,737654656,943272281,557402623,821295764
0,719682008,926693893,460244723,85636545
0,754763937,944016829,533271584,839798047
0,811747653,953459386,586993614,9511443
0,7767019,939656871,445863599,830637603
0,82937152,94266687,553892653,909030444
0,780475614,951683837,555062643,865344499
0,82946829,934584633,508311802,861625903
0,8077616,929819055,450153561,805877196
0,87079809,943440431,487105738,943404783
0,792640255,932825859,463267196,888714212
0,825291434,938462341,503680593,828974816
0,831982108,964972936,469848389,916588566
0,812806494,946136629,524301662,880158418
0,836789629,938501642,510554283,841944554
0,768480661,948390419,504850583,893128156
0,803937353,931744993,493979428,873960758
0,753878262,931573042,495149417,867974726
0,781350908,937619245,49261444,935514103
0,781138949,937842569,499829376,819209723
0,705074734,925643587,460732219,847325936
0,854514807,958427922,56569005,943344318
0,836390115,939215174,504314337,870756115
0,757259878,934226915,499146882,859267769
0,754411004,93257101,459805977,847779424
0,696516982,920456077,455906011,767088914
0,75650272,955043159,584799883,896393264
0,752046196,939760372,519231707,831725973
0,835468116,970831975,553063911,921455997
0,829228817,946070002,523521669,841098044
0,857504623,934832932,483595769,921607159
0,84090459,95330102,552527665,916407171
0,786880327,946104033,553892653,882093297
0,785157123,955532677,614634622,935574568
0,819364397,952719501,568810023,91274904
0,783901123,941554577,517281724,860930556
0,786813957,951859332,559450105,898993258
1,759307974,872127949,406035197,883181667
1,783541399,932146765,46404719,823200411
0,757475422,940236031,496221908,865344499
0,77597762,938218497,487739482,89403513
0,71334698,922597587,465607176,828309702
0,803765855,955672584,501145615,929800163
0,774727634,934249814,501486862,8331469
0,786245455,938008356,498708136,861172416
0,810519539,933059504,475064593,88139795
0,75936951,930846774,462048457,830335278
0,800854514,876677083,338955784,975844242
0,873557813,938098656,491541949,939051305
0,814443103,942675954,53371033,837953865
0,775788375,940144492,522595427,861716601
0,768068661,935823629,519524204,828158539
0,747573289,943072952,503485595,850379418
0,724664183,933073338,502218106,816579496
0,793724493,958501374,49480817,922332739
0,751888756,904831432,476185833,837228286
0,789868363,944479283,532199093,810593464
0,824370641,938942866,507824307,873023551
0,816819031,956289556,581046166,888018865
0,845933528,952256312,517379223,920246697
0,802223988,945810447,511480525,873295643
0,856556543,943293518,518159216,860446836
0,727134102,935435105,507726807,81249811
0,846679438,942611068,517622971,869818907
0,756083776,918351566,415882611,822444599
0,801751115,935670135,495051918,829519001
0,888270074,949315893,573489982,894125828
0,791678076,936698719,51425925,896876984
0,784256837,953832975,520937942,884904919
0,7647517,945968362,542582752,888593282
0,85869038,939921244,505045581,914895547
0,772217571,932573447,484034515,819995767
0,827528359,946874316,514600497,935483871
0,764111946,934047452,505240579,861293346
0,786002371,947821714,513333008,91323276
0,825043184,952221901,573928728,927593192
0,774840569,956136159,569736265,858088702
0,814893784,945858746,55881636,897421169
0,793866298,944477433,530736606,85028872
0,72506913,935152514,518500463,873114249
0,765014778,947429927,541559011,824167851
0,810722789,956032085,584409886,949632675
0,819928353,932897041,448301077,847325936
0,81664148,938345028,519085458,903558364
0,795647145,948010038,57709745,889016537
0,82432355,936486571,507336811,863470085
0,81772955,927974815,46053722,813858572
0,879572596,943980844,494418174,935544336
0,80174445,932930546,476185833,870786347
0,807489466,940539588,512309267,832330622
0,781637755,964713258,465607176,925053663
0,824880265,943894968,522400429,855851498
0,837588459,937299475,493296934,848051516
0,76923314,949646253,525422903,901532787
0,822230073,935184186,502218106,901925809
0,76126118,932404747,475015844,876923542
0,779588787,94041333,506898065,964990779
0,79698535,93987661,517281724,841370136
0,732480573,915429163,438356164,865646824
0,814587641,959748327,577487447,927804819
0,819543969,936424497,487446985,845511987
0,77352031,937705799,517427973,862774738
0,796946297,934438776,48115829,849895698
0,705374023,911723015,458538488,762433111
0,757820641,955922966,583288646,885721196
0,739644187,940150975,516452981,847688726
0,831576392,973988021,551601423,927835052
0,844009162,949797894,52454541,855004988
0,842131719,929803211,498123141,90594673
0,827096634,955989048,562716326,915076942
0,790962175,945391427,542144006,89318862
0,772644076,952354616,582313655,919097863
0,804034709,953283741,580168674,90751882
0,773732469,938897088,515234242,845632917
0,759199123,952614546,56115634,88284911
1,767275649,923828736,475795837,811772531
1,625403078,909091383,433871204,755268011
0,765292062,93900422,487836981,850560813
0,773653834,937260918,48803198,879795628
0,695921626,913749112,459659728,813888805
0,776844183,956410628,50626432,934002479
0,706994033,930996693,487349486,83849805
0,765731033,935084292,488080729,858209632
0,803132873,927677752,452201043,867188681
0,696899256,913766098,423487544,808688817
0,774675845,594171002.0.0,816700426,
0,87570926,94025785,506605567,940593161
0,824233147,942783449,541071516,838528282
0,778347388,937098287,505971823,858209632
0,767455332,935146367,523570419,833570154
0,755085627,94597674,523862916,856909635
0,738413457,933161125,518549213,820056232
0,8038687,960456961,496806903,945218732
0,79373172,906751271,478574562,840100372
0,73341747,940024756,502461853,785621429
0,81446671,932323868,482669527,843667805
0,83775534,951549381,541071516,87544215
0,838119721,951880809,488470726,953834991
0,818909239,941178337,475698338,872267739
0,846282463,944199834,545263979,861988693
0,752093583,924735649,478379564,770867975
0,752475761,936024659,480963292,871360764
0,825332863,944808493,387071613,890407232
